session,split,n_frames,dot_valid,face_valid,left_eye_valid,right_eye_valid,all4,all4_pct
02362,train,2437,2437,1720,430,430,430,0.1764
02364,test,672,672,635,352,352,352,0.5238
02365,train,1103,1103,1098,1060,1060,1060,0.9610
02366,train,944,944,935,915,915,915,0.9693
02367,train,2304,2304,2120,1713,1713,1713,0.7435
02368,train,357,357,354,348,348,348,0.9748
02370,train,888,888,640,367,367,367,0.4133
02371,train,1643,1643,1432,960,960,960,0.5843
02373,train,2482,2482,2474,2438,2438,2438,0.9823
02375,train,2227,2227,2088,1435,1435,1435,0.6444
02379,train,2355,2355,2235,1165,1165,1165,0.4947
02394,train,2521,2521,2427,1956,1956,1956,0.7759
02412,train,2582,2582,1827,941,941,941,0.3644
02413,test,2261,2261,1926,940,940,940,0.4157
02414,train,485,485,478,453,453,453,0.9340
02415,train,2159,2159,1978,1127,1127,1127,0.5220
02416,val,1101,1101,1075,951,951,951,0.8638
02417,train,1606,1606,1210,810,810,810,0.5044
02418,train,2246,2246,2132,1199,1199,1199,0.5338
02419,test,3050,3050,2967,1460,1460,1460,0.4787
02420,train,2578,2578,2556,2322,2322,2322,0.9007
02421,train,2541,2541,2477,2222,2222,2222,0.8745
02424,train,2079,2079,1895,1293,1293,1293,0.6219
02426,train,1026,1026,900,783,783,783,0.7632
02430,train,988,988,965,766,766,766,0.7753
02431,train,1055,1055,939,787,787,787,0.7460
02432,train,459,459,402,213,213,213,0.4641
02434,train,1810,1810,1783,1099,1099,1099,0.6072
02435,train,1606,1606,1588,1369,1369,1369,0.8524
02436,train,794,794,777,742,742,742,0.9345
02439,train,1667,1667,1613,1337,1337,1337,0.8020
02440,train,2493,2493,2454,2049,2049,2049,0.8219
02441,train,2768,2768,2601,651,651,651,0.2352
02442,train,982,982,951,575,575,575,0.5855
02443,train,1009,1009,956,880,880,880,0.8722
02445,train,2090,2090,1934,1563,1563,1563,0.7478
02447,train,2477,2477,2048,1028,1028,1028,0.4150
02448,train,2168,2168,2151,1598,1598,1598,0.7371
02450,test,3361,3361,3330,608,608,608,0.1809
02452,train,1847,1847,1822,1501,1501,1501,0.8127
02454,train,1696,1696,1637,469,469,469,0.2765
02455,test,2117,2117,2117,2101,2101,2101,0.9924
02456,train,2441,2441,2032,1000,1000,1000,0.4097
02457,train,2452,2452,2286,890,890,890,0.3630
02458,train,949,949,924,516,516,516,0.5437
02459,train,3064,3064,2925,2810,2810,2810,0.9171
02461,test,2407,2407,2329,2281,2281,2281,0.9477
02462,train,2326,2326,2163,1381,1381,1381,0.5937
02465,train,2459,2459,2398,1624,1624,1624,0.6604
02467,train,2443,2443,2288,1550,1550,1550,0.6345
02468,train,2132,2132,2073,1577,1577,1577,0.7397
02469,train,1153,1153,1089,598,598,598,0.5186
02472,train,244,244,241,159,159,159,0.6516
02474,train,1186,1186,1177,1022,1022,1022,0.8617
02478,train,2004,2004,1960,1841,1841,1841,0.9187
02480,test,2161,2161,2143,2045,2045,2045,0.9463
02510,train,338,338,296,136,136,136,0.4024
02518,train,2724,2724,2671,2278,2278,2278,0.8363
02520,train,256,256,255,248,248,248,0.9688
02521,train,2113,2113,2060,1160,1160,1160,0.5490
02522,train,2089,2089,2053,1638,1638,1638,0.7841
02524,train,2122,2122,2102,1923,1923,1923,0.9062
02525,train,2729,2729,2369,1424,1424,1424,0.5218
02526,train,2229,2229,2146,1818,1818,1818,0.8156
02533,train,2470,2470,2056,1216,1216,1216,0.4923
02534,train,786,786,786,692,692,692,0.8804
02535,train,2616,2616,2208,1005,1005,1005,0.3842
02536,test,2131,2131,2109,1125,1125,1125,0.5279
02540,train,1178,1178,826,267,267,267,0.2267
02542,train,2105,2105,2074,1776,1776,1776,0.8437
02547,train,919,919,846,688,688,688,0.7486
02550,train,992,992,986,699,699,699,0.7046
02551,train,3313,3313,3079,1929,1929,1929,0.5823
02552,train,2298,2298,1822,1024,1024,1024,0.4456
02553,train,1067,1067,958,588,588,588,0.5511
02554,train,1093,1093,992,911,911,911,0.8335
02557,train,2123,2123,2053,1540,1540,1540,0.7254
02559,train,2989,2989,2901,1737,1737,1737,0.5811
02566,train,2125,2125,2068,1217,1217,1217,0.5727
02567,train,1615,1615,1499,1178,1178,1178,0.7294
02571,train,2507,2507,2473,1584,1584,1584,0.6318
02573,train,2301,2301,1967,868,868,868,0.3772
02575,train,2603,2603,2514,2030,2030,2030,0.7799
02576,train,2126,2126,2090,1627,1627,1627,0.7653
02578,train,2235,2235,2067,1232,1232,1232,0.5512
02581,train,3072,3072,3002,1961,1961,1961,0.6383
02585,train,2663,2663,2477,1871,1871,1871,0.7026
02587,train,3018,3018,3007,2404,2404,2404,0.7966
02588,train,951,951,947,901,901,901,0.9474
02590,train,1082,1082,818,396,396,396,0.3660
02593,val,1951,1951,1836,909,909,909,0.4659
02595,train,2266,2266,2147,1746,1746,1746,0.7705
02601,test,2109,2109,1991,1343,1343,1343,0.6368
02610,train,2401,2401,2242,2022,2022,2022,0.8421
02611,train,2399,2399,2214,1316,1316,1316,0.5486
02613,train,3522,3522,3447,2796,2796,2796,0.7939
02615,train,2541,2541,2320,929,929,929,0.3656
02617,train,2633,2633,2620,2301,2301,2301,0.8739
02619,train,2480,2480,2191,1621,1621,1621,0.6536
02622,train,504,504,483,415,415,415,0.8234
02629,train,2120,2120,2102,1689,1689,1689,0.7967
02632,train,960,960,900,596,596,596,0.6208
02634,train,2574,2574,2304,1060,1060,1060,0.4118
02649,train,264,264,262,238,238,238,0.9015
02650,val,1915,1915,1821,1068,1068,1068,0.5577
02663,train,2121,2121,2077,925,925,925,0.4361
02666,train,2349,2349,2283,1846,1846,1846,0.7859
02669,train,2844,2844,2502,1403,1403,1403,0.4933
02673,train,2125,2125,2002,1246,1246,1246,0.5864
02681,train,2946,2946,2720,1837,1837,1837,0.6236
02689,train,2127,2127,1978,1331,1331,1331,0.6258
02690,train,2121,2121,1618,713,713,713,0.3362
02700,train,2835,2835,2619,2036,2036,2036,0.7182
02705,train,2241,2241,2237,1612,1612,1612,0.7193
02709,train,238,238,238,226,226,226,0.9496
02713,train,2252,2252,2075,1315,1315,1315,0.5839
02718,train,1760,1760,1750,1518,1518,1518,0.8625
02721,train,990,990,976,927,927,927,0.9364
02722,train,1103,1103,997,760,760,760,0.6890
02723,train,2529,2529,2326,1361,1361,1361,0.5382
02725,train,1009,1009,1005,590,590,590,0.5847
02729,train,292,292,292,253,253,253,0.8664
02730,train,2127,2127,1968,1209,1209,1209,0.5684
02731,val,925,925,906,698,698,698,0.7546
02732,train,2484,2484,2429,2280,2280,2280,0.9179
02734,test,475,475,456,382,382,382,0.8042
02736,val,1075,1075,868,507,507,507,0.4716
02737,train,2671,2671,2596,2447,2447,2447,0.9161
02739,train,1442,1442,1150,717,717,717,0.4972
02740,train,2666,2666,2279,1238,1238,1238,0.4644
02741,train,1184,1184,1184,1170,1170,1170,0.9882
02749,train,3018,3018,2903,1583,1583,1583,0.5245
02755,test,2875,2875,2765,1788,1788,1788,0.6219
02756,test,2605,2605,2402,1458,1458,1458,0.5597
02758,train,1215,1215,1062,354,354,354,0.2914
02760,train,994,994,917,684,684,684,0.6881
02761,train,902,902,838,475,475,475,0.5266
02762,train,1645,1645,1642,1487,1487,1487,0.9040
02763,train,2509,2509,2383,1944,1944,1944,0.7748
02764,train,2130,2130,2015,1178,1178,1178,0.5531
02765,train,1877,1877,1720,1098,1098,1098,0.5850
02772,train,1102,1102,1000,599,599,599,0.5436
02773,train,2220,2220,2053,1320,1320,1320,0.5946
02774,train,2229,2229,1978,1120,1120,1120,0.5025
02776,train,2550,2550,2366,1789,1789,1789,0.7016
02780,train,2289,2289,1857,879,879,879,0.3840
02781,train,2440,2440,1710,413,413,413,0.1693
02785,train,2122,2122,1826,1038,1038,1038,0.4892
02797,train,952,952,906,777,777,777,0.8162
02805,test,739,739,616,70,70,70,0.0947
02818,train,677,677,648,560,560,560,0.8272
02819,train,2288,2288,2086,1033,1033,1033,0.4515
02827,train,2526,2526,2277,1379,1379,1379,0.5459
02829,train,1052,1052,981,622,622,622,0.5913
02832,train,2872,2872,2772,2228,2228,2228,0.7758
02833,test,2541,2541,2458,2063,2063,2063,0.8119
02837,train,2319,2319,2181,857,857,857,0.3696
02840,train,2537,2537,2091,1489,1489,1489,0.5869
02841,train,1035,1035,905,529,529,529,0.5111
02843,train,2133,2133,2050,1397,1397,1397,0.6549
02846,train,2733,2733,2620,1373,1373,1373,0.5024
02847,train,2681,2681,1981,814,814,814,0.3036
02851,test,2123,2123,2081,1666,1666,1666,0.7847
02852,train,1010,1010,897,436,436,436,0.4317
02854,train,2479,2479,2454,2298,2298,2298,0.9270
02857,train,1046,1046,932,600,600,600,0.5736
02868,train,427,427,416,412,412,412,0.9649
02869,val,2834,2834,2773,1949,1949,1949,0.6877
02872,train,2460,2460,2012,683,683,683,0.2776
02873,train,2483,2483,2340,965,965,965,0.3886
02874,train,1254,1254,959,597,597,597,0.4761
02876,train,1028,1028,976,918,918,918,0.8930
02877,train,2208,2208,1688,804,804,804,0.3641
02878,train,2326,2326,1992,1083,1083,1083,0.4656
02879,train,2199,2199,2117,1883,1883,1883,0.8563
02880,train,1485,1485,1111,294,294,294,0.1980
02882,train,2293,2293,2262,1852,1852,1852,0.8077
02883,train,3519,3519,3475,1917,1917,1917,0.5448
02885,test,2707,2707,2559,1505,1505,1505,0.5560
02888,train,2113,2113,2076,1106,1106,1106,0.5234
02898,train,2658,2658,2499,597,597,597,0.2246
02899,test,2745,2745,2713,1514,1514,1514,0.5515
02902,train,2131,2131,2116,1896,1896,1896,0.8897
02908,train,2642,2642,2619,1961,1961,1961,0.7422
02911,train,2118,2118,2076,1709,1709,1709,0.8069
02919,train,1018,1018,965,809,809,809,0.7947
02920,train,1723,1723,1662,957,957,957,0.5554
02921,train,287,287,275,82,82,82,0.2857
02922,train,311,311,306,230,230,230,0.7395
02924,train,2113,2113,2105,1788,1788,1788,0.8462
02925,train,1156,1156,1015,650,650,650,0.5623
02928,train,319,319,319,319,319,319,1.0000
02938,train,2588,2588,2190,1046,1046,1046,0.4042
02941,train,2225,2225,2130,1406,1406,1406,0.6319
02942,test,2933,2933,2773,1939,1939,1939,0.6611
02944,train,2592,2592,2571,2142,2142,2142,0.8264
02945,train,2597,2597,2216,1242,1242,1242,0.4782
02954,train,2142,2142,2141,1726,1726,1726,0.8058
02955,train,3057,3057,2800,1638,1638,1638,0.5358
02956,train,199,199,199,146,146,146,0.7337
02960,train,1176,1176,946,657,657,657,0.5587
02961,train,2343,2343,2189,1323,1323,1323,0.5647
02964,train,2584,2584,2431,1641,1641,1641,0.6351
02966,test,2854,2854,2598,1117,1117,1117,0.3914
02967,train,3520,3520,3131,1711,1711,1711,0.4861
02976,train,2632,2632,1796,895,895,895,0.3400
02977,train,2596,2596,2352,1360,1360,1360,0.5239
02978,train,2202,2202,1927,1208,1208,1208,0.5486
02979,train,2917,2917,2812,2174,2174,2174,0.7453
02980,train,2402,2402,1972,855,855,855,0.3560
02984,train,3078,3078,2723,1107,1107,1107,0.3596
02985,train,2480,2480,2466,1539,1539,1539,0.6206
02986,test,999,999,740,502,502,502,0.5025
02987,train,2362,2362,2029,635,635,635,0.2688
02988,train,2675,2675,2422,1292,1292,1292,0.4830
02989,train,64,64,62,48,48,48,0.7500
02991,train,2461,2461,2157,771,771,771,0.3133
02997,train,1145,1145,936,237,237,237,0.2070
02998,train,392,392,289,211,211,211,0.5383
03003,train,1028,1028,974,832,832,832,0.8093
03004,train,3016,3016,2943,2478,2478,2478,0.8216
03006,train,2406,2406,2390,2270,2270,2270,0.9435
03007,train,2195,2195,2033,1477,1477,1477,0.6729
03009,train,2126,2126,2087,1497,1497,1497,0.7041
03011,test,2128,2128,2128,2032,2032,2032,0.9549
03012,train,2235,2235,2220,1517,1517,1517,0.6787
03013,train,2261,2261,2009,998,998,998,0.4414
03014,train,298,298,284,256,256,256,0.8591
03023,train,103,103,100,97,97,97,0.9417
03024,test,2437,2437,2287,1716,1716,1716,0.7041
03026,train,231,231,231,224,224,224,0.9697
03027,train,835,835,784,714,714,714,0.8551
03037,train,2219,2219,2084,670,670,670,0.3019
03039,val,2452,2452,2366,1533,1533,1533,0.6252
03042,train,2172,2172,2131,2049,2049,2049,0.9434
03043,test,2328,2328,2258,1922,1922,1922,0.8256
03051,train,1069,1069,1018,775,775,775,0.7250
03057,train,1044,1044,962,645,645,645,0.6178
03059,train,1476,1476,1333,736,736,736,0.4986
03060,train,1548,1548,1175,342,342,342,0.2209
03064,train,317,317,308,251,251,251,0.7918
03065,train,985,985,880,474,474,474,0.4812
03079,train,2455,2455,2235,1621,1621,1621,0.6603
03089,train,2536,2536,2423,1576,1576,1576,0.6215
03093,val,2153,2153,1907,1436,1436,1436,0.6670
03102,train,331,331,317,163,163,163,0.4924
03107,train,289,289,289,287,287,287,0.9931
03116,train,1694,1694,1559,611,611,611,0.3607
03117,test,587,587,554,463,463,463,0.7888
03122,train,1110,1110,1099,886,886,886,0.7982
03125,train,828,828,781,627,627,627,0.7572
03126,test,2120,2120,2046,1557,1557,1557,0.7344
03130,train,2666,2666,2294,1125,1125,1125,0.4220
03133,train,2663,2663,2542,1438,1438,1438,0.5400
03134,train,2353,2353,2008,853,853,853,0.3625
03137,train,2167,2167,2038,1175,1175,1175,0.5422
03139,train,980,980,836,498,498,498,0.5082
03140,test,2236,2236,2215,2053,2053,2053,0.9182
03160,train,2178,2178,2123,1946,1946,1946,0.8935
03163,train,1190,1190,872,516,516,516,0.4336
03172,train,2642,2642,2415,1675,1675,1675,0.6340
03174,train,1887,1887,1284,607,607,607,0.3217
03177,test,2445,2445,2311,1419,1419,1419,0.5804
03178,train,2177,2177,1551,1171,1171,1171,0.5379
03179,train,2651,2651,2392,1514,1514,1514,0.5711
03180,train,1640,1640,1456,1188,1188,1188,0.7244
03183,test,2553,2553,2508,2296,2296,2296,0.8993
03185,test,2578,2578,2376,874,874,874,0.3390
03188,train,2118,2118,2096,884,884,884,0.4174
03189,train,1878,1878,1401,483,483,483,0.2572
03190,train,3086,3086,2883,1675,1675,1675,0.5428
03192,train,1070,1070,893,675,675,675,0.6308
03193,train,2507,2507,2409,1609,1609,1609,0.6418
03197,train,2459,2459,2020,949,949,949,0.3859
03199,train,1288,1288,1279,1034,1034,1034,0.8028
03200,train,1603,1603,1380,788,788,788,0.4916
03202,test,1071,1071,825,310,310,310,0.2894
03205,train,2426,2426,2281,1152,1152,1152,0.4749
03206,train,2537,2537,2516,1876,1876,1876,0.7395
03211,train,2199,2199,1590,317,317,317,0.1442
03212,train,2569,2569,1733,319,319,319,0.1242
03214,val,2359,2359,2349,2001,2001,2001,0.8482
03216,test,2666,2666,2502,1496,1496,1496,0.5611
03218,train,2448,2448,2202,1422,1422,1422,0.5809
03219,train,2516,2516,2332,1556,1556,1556,0.6184
03222,train,2454,2454,2387,2109,2109,2109,0.8594
03223,test,2145,2145,2011,975,975,975,0.4545
03224,train,1339,1339,1306,1194,1194,1194,0.8917
03225,train,2646,2646,2571,1866,1866,1866,0.7052
03231,train,2618,2618,2582,1961,1961,1961,0.7490
03232,val,1139,1139,1034,194,194,194,0.1703
03239,train,2307,2307,2067,1134,1134,1134,0.4915
03246,train,2485,2485,2164,973,973,973,0.3915
03247,test,1072,1072,944,539,539,539,0.5028
03248,train,267,267,266,229,229,229,0.8577
03251,train,2341,2341,2014,800,800,800,0.3417
03253,train,1382,1382,1345,1308,1308,1308,0.9465
03255,train,2124,2124,2000,1428,1428,1428,0.6723
03258,val,2669,2669,2367,1493,1493,1493,0.5594
03259,train,2365,2365,1835,369,369,369,0.1560
03263,train,2315,2315,2279,1838,1838,1838,0.7940
03265,train,2177,2177,2128,1660,1660,1660,0.7625
03266,train,1947,1947,1899,1703,1703,1703,0.8747
03270,test,1089,1089,1072,952,952,952,0.8742
03273,train,1187,1187,1159,1042,1042,1042,0.8778
03275,train,1595,1595,1493,771,771,771,0.4834
03277,train,618,618,512,155,155,155,0.2508
03278,train,2270,2270,2131,1080,1080,1080,0.4758
03282,train,1814,1814,1386,496,496,496,0.2734
03283,train,2325,2325,2304,1970,1970,1970,0.8473
03302,train,2892,2892,2387,1393,1393,1393,0.4817
03303,train,1616,1616,1467,1042,1042,1042,0.6448
03304,train,2128,2128,2113,1207,1207,1207,0.5672
03307,train,2477,2477,2299,1969,1969,1969,0.7949
03312,val,3066,3066,3045,2425,2425,2425,0.7909
03314,train,2592,2592,2331,1180,1180,1180,0.4552
03315,train,450,450,434,293,293,293,0.6511
03324,test,921,921,886,790,790,790,0.8578
03326,test,2836,2836,2644,1640,1640,1640,0.5783
03327,train,2952,2952,2244,1304,1304,1304,0.4417
03328,train,1847,1847,1833,1451,1451,1451,0.7856
03332,train,1818,1818,1576,656,656,656,0.3608
03336,train,2462,2462,2408,1752,1752,1752,0.7116
03340,train,2246,2246,2126,309,309,309,0.1376
03342,train,2114,2114,2053,949,949,949,0.4489
03343,train,2394,2394,2371,2082,2082,2082,0.8697
03344,test,2662,2662,2651,1920,1920,1920,0.7213
03348,train,3050,3050,2806,1678,1678,1678,0.5502
03349,val,2117,2117,1974,666,666,666,0.3146
03351,train,2663,2663,2332,789,789,789,0.2963
03352,test,1403,1403,1278,973,973,973,0.6935
03354,train,2649,2649,2410,1377,1377,1377,0.5198
03358,train,1810,1810,1680,1226,1226,1226,0.6773
03359,train,2281,2281,2123,1491,1491,1491,0.6537
03360,train,2192,2192,2115,1688,1688,1688,0.7701
03361,test,2295,2295,2208,1629,1629,1629,0.7098
03366,test,1006,1006,941,513,513,513,0.5099
03367,train,1411,1411,1308,1113,1113,1113,0.7888
03371,train,2119,2119,1841,845,845,845,0.3988
03374,train,2115,2115,1951,1146,1146,1146,0.5418
03375,train,2563,2563,2439,1814,1814,1814,0.7078
03377,train,2923,2923,2900,2434,2434,2434,0.8327
03378,train,2137,2137,1902,1301,1301,1301,0.6088
03379,train,330,330,302,133,133,133,0.4030
03380,train,2160,2160,2124,1652,1652,1652,0.7648
03381,train,959,959,808,277,277,277,0.2888
03382,train,2129,2129,1939,836,836,836,0.3927
03384,train,1835,1835,1753,1591,1591,1591,0.8670
03389,train,236,236,202,173,173,173,0.7331
03397,train,2736,2736,2018,707,707,707,0.2584
03403,train,940,940,881,784,784,784,0.8340
03404,test,890,890,879,734,734,734,0.8247
03406,train,2732,2732,2623,2056,2056,2056,0.7526
03412,test,2077,2077,1873,1364,1364,1364,0.6567
03413,train,479,479,459,343,343,343,0.7161
03425,train,2257,2257,2243,2208,2208,2208,0.9783
03431,train,957,957,937,751,751,751,0.7847
03432,train,2331,2331,2263,1786,1786,1786,0.7662
03435,train,226,226,223,214,214,214,0.9469
03442,train,560,560,556,502,502,502,0.8964
03450,val,1032,1032,983,701,701,701,0.6793
03451,test,320,320,307,246,246,246,0.7688
03453,train,1701,1701,1492,1083,1083,1083,0.6367
03454,train,450,450,450,450,450,450,1.0000
03456,train,2667,2667,2645,413,413,413,0.1549
03463,train,181,181,173,131,131,131,0.7238
03465,train,2652,2652,2054,764,764,764,0.2881
03466,train,1031,1031,800,688,688,688,0.6673
03467,train,2228,2228,2193,910,910,910,0.4084
03469,train,2876,2876,2795,1294,1294,1294,0.4499
03473,train,312,312,307,297,297,297,0.9519
03474,train,267,267,245,26,26,26,0.0974
03491,train,2575,2575,2285,1230,1230,1230,0.4777
03492,train,2442,2442,2137,1356,1356,1356,0.5553
03495,train,1890,1890,1843,1277,1277,1277,0.6757
03498,train,974,974,955,923,923,923,0.9476
03501,train,2325,2325,2259,1453,1453,1453,0.6249
03502,train,310,310,284,260,260,260,0.8387
03523,test,2991,2991,2774,2053,2053,2053,0.6864
